Phylum,Class,Order,Family,Genus,Species
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Lachnospiraceae,g__Coprococcus,s__Coprococcus_eutactus
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Lachnospiraceae,g__Coprococcus,s__Coprococcus_eutactus
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Lachnospiraceae,g__Coprococcus,s__Coprococcus_eutactus
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Lachnospiraceae,g__Coprococcus,s__Coprococcus_eutactus
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Lachnospiraceae,g__Coprococcus,s__Coprococcus_SGB106014
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Lachnospiraceae,g__Coprococcus,s__Coprococcus_SGB106014
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Lachnospiraceae,g__Coprococcus,s__Coprococcus_SGB4580
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Lachnospiraceae,g__Coprococcus,s__Coprococcus_SGB4580
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Lachnospiraceae,g__Coprococcus,s__Coprococcus_SGB5116
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Lachnospiraceae,g__Coprococcus,s__Coprococcus_SGB5116
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Lachnospiraceae,g__Coprococcus,s__Coprococcus_sp_AF21_14LB
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Lachnospiraceae,g__Coprococcus,s__Coprococcus_sp_AF21_14LB
p__Actinobacteria,c__Actinomycetia,o__Corynebacteriales,f__Corynebacteriaceae,g__Corynebacterium,s__Corynebacterium_aurimucosum
p__Actinobacteria,c__Actinomycetia,o__Corynebacteriales,f__Corynebacteriaceae,g__Corynebacterium,s__Corynebacterium_aurimucosum
p__Actinobacteria,c__Actinomycetia,o__Corynebacteriales,f__Corynebacteriaceae,g__Corynebacterium,s__Corynebacterium_durum
p__Actinobacteria,c__Actinomycetia,o__Corynebacteriales,f__Corynebacteriaceae,g__Corynebacterium,s__Corynebacterium_durum
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Peptostreptococcaceae,g__Criibacterium,s__Criibacterium_bergeronii
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Peptostreptococcaceae,g__Criibacterium,s__Criibacterium_bergeronii
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Lachnospiraceae,g__Cuneatibacter,s__Cuneatibacter_caecimuris
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Lachnospiraceae,g__Cuneatibacter,s__Cuneatibacter_caecimuris
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Lachnospiraceae,g__Cuneatibacter,s__Cuneatibacter_sp_NSJ_177
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Lachnospiraceae,g__Cuneatibacter,s__Cuneatibacter_sp_NSJ_177
p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Sutterellaceae,g__Dakarella,s__Dakarella_massiliensis
p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Sutterellaceae,g__Dakarella,s__Dakarella_massiliensis
p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Dellaglioa,s__Dellaglioa_algida
p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Dellaglioa,s__Dellaglioa_algida
p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Dellaglioa,s__Dellaglioa_SGB96978
p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Dellaglioa,s__Dellaglioa_SGB96978
p__Proteobacteria,c__Deltaproteobacteria,o__Desulfovibrionales,f__Desulfovibrionaceae,g__Desulfovibrio,s__Desulfovibrio_desulfuricans
p__Proteobacteria,c__Deltaproteobacteria,o__Desulfovibrionales,f__Desulfovibrionaceae,g__Desulfovibrio,s__Desulfovibrio_desulfuricans
p__Proteobacteria,c__Deltaproteobacteria,o__Desulfovibrionales,f__Desulfovibrionaceae,g__Desulfovibrio,s__Desulfovibrio_desulfuricans
p__Proteobacteria,c__Deltaproteobacteria,o__Desulfovibrionales,f__Desulfovibrionaceae,g__Desulfovibrio,s__Desulfovibrio_fairfieldensis
p__Proteobacteria,c__Deltaproteobacteria,o__Desulfovibrionales,f__Desulfovibrionaceae,g__Desulfovibrio,s__Desulfovibrio_fairfieldensis
p__Proteobacteria,c__Deltaproteobacteria,o__Desulfovibrionales,f__Desulfovibrionaceae,g__Desulfovibrio,s__Desulfovibrio_SGB101145
p__Proteobacteria,c__Deltaproteobacteria,o__Desulfovibrionales,f__Desulfovibrionaceae,g__Desulfovibrio,s__Desulfovibrio_SGB101145
p__Proteobacteria,c__Deltaproteobacteria,o__Desulfovibrionales,f__Desulfovibrionaceae,g__Desulfovibrio,s__Desulfovibrio_sp_86
p__Proteobacteria,c__Deltaproteobacteria,o__Desulfovibrionales,f__Desulfovibrionaceae,g__Desulfovibrio,s__Desulfovibrio_sp_86
p__Firmicutes,c__Negativicutes,o__Veillonellales,f__Veillonellaceae,g__Dialister,s__Dialister_hominis
p__Firmicutes,c__Negativicutes,o__Veillonellales,f__Veillonellaceae,g__Dialister,s__Dialister_hominis
p__Firmicutes,c__Negativicutes,o__Veillonellales,f__Veillonellaceae,g__Dialister,s__Dialister_invisus
p__Firmicutes,c__Negativicutes,o__Veillonellales,f__Veillonellaceae,g__Dialister,s__Dialister_invisus
p__Firmicutes,c__Erysipelotrichia,o__Erysipelotrichales,f__Erysipelotrichaceae,g__Dielma,s__Dielma_fastidiosa
p__Firmicutes,c__Erysipelotrichia,o__Erysipelotrichales,f__Erysipelotrichaceae,g__Dielma,s__Dielma_fastidiosa
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Lachnospiraceae,g__Diplocloster,s__Diplocloster_agilis
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Lachnospiraceae,g__Diplocloster,s__Diplocloster_agilis
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Lachnospiraceae,g__Diplocloster,s__Diplocloster_modestus
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Lachnospiraceae,g__Diplocloster,s__Diplocloster_modestus
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Lachnospiraceae,g__Dorea,s__Dorea_formicigenerans
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Lachnospiraceae,g__Dorea,s__Dorea_formicigenerans
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Lachnospiraceae,g__Dorea,s__Dorea_longicatena
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Lachnospiraceae,g__Dorea,s__Dorea_longicatena
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Lachnospiraceae,g__Dorea,s__Dorea_longicatena
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Lachnospiraceae,g__Dorea,s__Dorea_phocaeensis
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Lachnospiraceae,g__Dorea,s__Dorea_phocaeensis
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Lachnospiraceae,g__Dorea,s__Dorea_sp_AF36_15AT
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Lachnospiraceae,g__Dorea,s__Dorea_sp_AF36_15AT
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Oscillospiraceae,g__Drancourtella,s__Drancourtella_massiliensis
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Oscillospiraceae,g__Drancourtella,s__Drancourtella_massiliensis
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Oscillospiraceae,g__Drancourtella,s__Drancourtella_SGB106018
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Oscillospiraceae,g__Drancourtella,s__Drancourtella_SGB106018
p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Sutterellaceae,g__Duodenibacillus,s__Duodenibacillus_massiliensis
p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Sutterellaceae,g__Duodenibacillus,s__Duodenibacillus_massiliensis
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Oscillospiraceae,g__Dysosmobacter,s__Dysosmobacter_acutus
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Oscillospiraceae,g__Dysosmobacter,s__Dysosmobacter_acutus
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Oscillospiraceae,g__Dysosmobacter,s__Dysosmobacter_SGB15074
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Oscillospiraceae,g__Dysosmobacter,s__Dysosmobacter_SGB15074
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Oscillospiraceae,g__Dysosmobacter,s__Dysosmobacter_SGB15077
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Oscillospiraceae,g__Dysosmobacter,s__Dysosmobacter_SGB15077
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Oscillospiraceae,g__Dysosmobacter,s__Dysosmobacter_sp_Marseille_Q4140
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Oscillospiraceae,g__Dysosmobacter,s__Dysosmobacter_sp_Marseille_Q4140
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Oscillospiraceae,g__Dysosmobacter,s__Dysosmobacter_welbionis
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Oscillospiraceae,g__Dysosmobacter,s__Dysosmobacter_welbionis
p__Actinobacteria,c__Coriobacteriia,o__Eggerthellales,f__Eggerthellaceae,g__Eggerthella,s__Eggerthella_lenta
